Recording timestamp [ms]	Computer timestamp [ms]	Sensor	Project name	Export date	Participant name	Recording name	Recording date	Recording date UTC	Recording start time	Recording start time UTC	Recording duration [ms]	Timeline name	Recording Fixation filter name	Recording software version	Recording resolution height [px]	Recording resolution width [px]	Recording monitor latency [ms]	Average calibration accuracy [mm]	Average calibration precision SD [mm]	Average calibration precision RMS [mm]	Average calibration accuracy [°]	Average calibration precision SD [°]	Average calibration precision RMS [°]	Average calibration accuracy [px]	Average calibration precision SD [px]	Average calibration precision RMS [px]	Average validation accuracy [mm]	Average validation precision SD [mm]	Average validation precision RMS [mm]	Average validation accuracy [°]	Average validation precision SD [°]	Average validation precision RMS [°]	Average validation accuracy [px]	Average validation precision SD [px]	Average validation precision RMS [px]	Eyetracker timestamp [μs]	Event	Event value	Gaze point X [DACS px]	Gaze point Y [DACS px]	Gaze point left X [DACS px]	Gaze point left Y [DACS px]	Gaze point right X [DACS px]	Gaze point right Y [DACS px]	Gaze direction left X [DACS norm]	Gaze direction left Y [DACS norm]	Gaze direction left Z [DACS norm]	Gaze direction right X [DACS norm]	Gaze direction right Y [DACS norm]	Gaze direction right Z [DACS norm]	Pupil diameter left [mm]	Pupil diameter right [mm]	Pupil diameter filtered [mm]	Eye openness left [mm]	Eye openness right [mm]	Eye openness filtered [mm]	Validity left	Validity right	Eye position left X [DACS mm]	Eye position left Y [DACS mm]	Eye position left Z [DACS mm]	Eye position right X [DACS mm]	Eye position right Y [DACS mm]	Eye position right Z [DACS mm]	Gaze point left X [DACS mm]	Gaze point left Y [DACS mm]	Gaze point right X [DACS mm]	Gaze point right Y [DACS mm]	Gaze point X [MCS norm]	Gaze point Y [MCS norm]	Gaze point left X [MCS norm]	Gaze point left Y [MCS norm]	Gaze point right X [MCS norm]	Gaze point right Y [MCS norm]	Presented Stimulus name	Presented Media name	Presented Media width [px]	Presented Media height [px]	Presented Media position X [DACS px]	Presented Media position Y [DACS px]	Original Media width [px]	Original Media height [px]	Eye movement type	Eye movement event duration [ms]	Eye movement type index	Fixation point X [DACS px]	Fixation point Y [DACS px]	Fixation point X [MCS norm]	Fixation point Y [MCS norm]	Ungrouped	Client area position X [px]	Client area position Y [px]	Viewport position X [px]	Viewport position Y [px]	Viewport width [px]	Viewport height [px]	Full page width [px]	Full page height [px]	Mouse position X [DACS px]	Mouse position Y [DACS px]
0	5657211		I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2		RecordingStart																																																															
203	5657414	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223715132			783	314			783	314				-0,05252	0,00388	-0,99861		2,989	2,989	9,328	9,709	9,519	Invalid	Valid				244,9	84,2	559,9			215,4	86,4															Unclassified	3	1															
206	5657417	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223718465																					Invalid	Invalid																									EyesNotFound	87	1															
209	5657421	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223721798																					Invalid	Invalid																									EyesNotFound	87	1															
213	5657424	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223725132																					Invalid	Invalid																									EyesNotFound	87	1															
216	5657427	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223728465																					Invalid	Invalid																									EyesNotFound	87	1															
219	5657431	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223731798																					Invalid	Invalid																									EyesNotFound	87	1															
223	5657434	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223735132																					Invalid	Invalid																									EyesNotFound	87	1															
226	5657437	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223738465																					Invalid	Invalid																									EyesNotFound	87	1															
229	5657441	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223741798																					Invalid	Invalid																									EyesNotFound	87	1															
233	5657444	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223745132																					Invalid	Invalid																									EyesNotFound	87	1															
236	5657447	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223748465																					Invalid	Invalid																									EyesNotFound	87	1															
239	5657451	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223751798																					Invalid	Invalid																									EyesNotFound	87	1															
243	5657454	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223755132																					Invalid	Invalid																									EyesNotFound	87	1															
246	5657457	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223758465																					Invalid	Invalid																									EyesNotFound	87	1															
249	5657461	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223761798																					Invalid	Invalid																									EyesNotFound	87	1															
253	5657464	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223765132																					Invalid	Invalid																									EyesNotFound	87	1															
256	5657467	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223768465																					Invalid	Invalid																									EyesNotFound	87	1															
259	5657471	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223771798																					Invalid	Invalid																									EyesNotFound	87	1															
263	5657474	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223775132																					Invalid	Invalid																									EyesNotFound	87	1															
266	5657477	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223778465																					Invalid	Invalid																									EyesNotFound	87	1															
269	5657481	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223781798																					Invalid	Invalid																									EyesNotFound	87	1															
273	5657484	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223785132																					Invalid	Invalid																									EyesNotFound	87	1															
276	5657487	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223788465																					Invalid	Invalid																									EyesNotFound	87	1															
279	5657491	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223791798																					Invalid	Invalid																									EyesNotFound	87	1															
283	5657494	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223795132																					Invalid	Invalid																									EyesNotFound	87	1															
286	5657498	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223798742																					Invalid	Invalid																									EyesNotFound	87	1															
290	5657501	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223802352																					Invalid	Invalid																									EyesNotFound	87	1															
294	5657505	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223805964			661	337	537	362	784	312	-0,07217	0,01235	-0,99732	-0,05209	0,00295	-0,99864	2,925	2,988	2,956	9,159	9,969	9,564	Valid	Valid	188,6	92,5	566,2	244,9	84,2	559,9	147,6	99,5	215,7	85,9															Fixation	90	1	660	337													
297	5657508	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223809297			660	337	536	362	783	313	-0,07245	0,01226	-0,99730	-0,05274	0,00335	-0,99860	2,922	2,991	2,957	9,535	9,682	9,507	Valid	Valid	188,6	92,5	566,2	244,9	84,2	559,9	147,5	99,4	215,3	86,1															Fixation	90	1	660	337													
300	5657511	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223812631			660	335	535	359	785	311	-0,07305	0,01081	-0,99727	-0,05166	0,00209	-0,99866	2,912	2,991	2,951	9,154	9,854	9,507	Valid	Valid	188,6	92,5	566,2	244,9	84,2	559,9	147,2	98,6	215,9	85,4															Fixation	90	1	660	337													
304	5657515	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223815964			661	339	538	365	785	312	-0,07178	0,01404	-0,99732	-0,05197	0,00295	-0,99864	2,929	2,996	2,963	9,378	9,542	9,504	Valid	Valid	188,6	92,5	566,2	244,9	84,2	560,0	147,9	100,5	215,8	85,9															Fixation	90	1	660	337													
307	5657518	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223819297			661	337	536	362	786	311	-0,07281	0,01252	-0,99727	-0,05154	0,00234	-0,99867	2,921	2,992	2,956	8,686	9,874	9,442	Valid	Valid	188,6	92,5	566,2	244,9	84,2	559,9	147,3	99,6	216,0	85,5															Fixation	90	1	660	337													
310	5657521	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223822631			661	338	537	364	784	312	-0,07235	0,01327	-0,99729	-0,05207	0,00266	-0,99864	2,926	2,989	2,958	9,030	9,970	9,452	Valid	Valid	188,6	92,5	566,2	244,9	84,2	559,9	147,6	100,0	215,7	85,7															Fixation	90	1	660	337													
314	5657525	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223825964			661	337	537	360	785	314	-0,07235	0,01167	-0,99731	-0,05171	0,00353	-0,99866	2,923	2,995	2,959	8,992	9,843	9,433	Valid	Valid	188,6	92,5	566,2	244,9	84,3	559,9	147,6	99,1	215,9	86,2															Fixation	90	1	660	337													
317	5657528	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223829297			660	337	536	361	785	313	-0,07268	0,01203	-0,99728	-0,05184	0,00308	-0,99865	2,920	2,994	2,957	9,425	10,067	9,484	Valid	Valid	188,6	92,5	566,2	244,9	84,3	559,9	147,4	99,3	215,9	86,0															Fixation	90	1	660	337													
320	5657531	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223832631			660	337	535	362	786	312	-0,07312	0,01217	-0,99725	-0,05154	0,00249	-0,99867	2,922	2,991	2,956	8,769	9,775	9,418	Valid	Valid	188,6	92,5	566,2	244,9	84,3	559,9	147,1	99,4	216,1	85,7															Fixation	90	1	660	337													
324	5657535	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223835964			660	337	534	362	786	311	-0,07350	0,01259	-0,99722	-0,05129	0,00232	-0,99868	2,925	2,999	2,962	8,999	10,120	9,449	Valid	Valid	188,7	92,5	566,2	245,0	84,3	559,9	146,9	99,7	216,2	85,6															Fixation	90	1	660	337													
327	5657538	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223839297			660	336	534	361	786	311	-0,07342	0,01165	-0,99723	-0,05128	0,00244	-0,99868	2,924	2,995	2,960	8,879	9,569	9,408	Valid	Valid	188,7	92,5	566,2	245,0	84,3	559,9	147,0	99,1	216,2	85,7															Fixation	90	1	660	337													
330	5657541	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223842631			660	335	534	359	785	311	-0,07361	0,01108	-0,99723	-0,05164	0,00204	-0,99866	2,917	2,993	2,955	9,047	9,899	9,449	Valid	Valid	188,7	92,5	566,2	245,0	84,3	559,9	146,9	98,8	216,0	85,4															Fixation	90	1	660	337													
334	5657545	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223845964			661	337	536	361	785	313	-0,07260	0,01195	-0,99729	-0,05192	0,00313	-0,99865	2,924	2,994	2,959	8,917	9,940	9,429	Valid	Valid	188,7	92,5	566,2	245,0	84,3	559,9	147,4	99,3	215,9	86,1															Fixation	90	1	660	337													
337	5657548	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223849297			660	337	536	360	785	314	-0,07280	0,01140	-0,99728	-0,05205	0,00350	-0,99864	2,921	2,994	2,958	9,050	9,812	9,429	Valid	Valid	188,7	92,5	566,2	245,0	84,3	559,9	147,3	99,0	215,8	86,3															Fixation	90	1	660	337													
340	5657551	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223852631			660	337	535	361	785	314	-0,07300	0,01184	-0,99726	-0,05199	0,00355	-0,99864	2,924	2,992	2,958	9,205	9,784	9,431	Valid	Valid	188,7	92,6	566,2	245,0	84,3	559,9	147,2	99,3	215,8	86,3															Fixation	90	1	660	337													
344	5657555	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223855964			660	337	535	361	786	314	-0,07326	0,01163	-0,99725	-0,05143	0,00339	-0,99867	2,928	2,995	2,962	8,935	9,725	9,431	Valid	Valid	188,7	92,6	566,2	245,0	84,3	559,9	147,1	99,2	216,1	86,2															Fixation	90	1	660	337													
347	5657558	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223859297			660	339	537	363	784	314	-0,07217	0,01277	-0,99731	-0,05246	0,00366	-0,99862	2,929	2,999	2,964	9,066	9,875	9,425	Valid	Valid	188,7	92,6	566,2	245,0	84,3	559,9	147,7	99,8	215,6	86,4															Fixation	90	1	660	337													
350	5657561	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223862631			661	339	536	362	785	315	-0,07254	0,01230	-0,99729	-0,05191	0,00432	-0,99864	2,926	3,001	2,963	9,026	9,989	9,471	Valid	Valid	188,6	92,6	566,2	245,0	84,3	559,9	147,5	99,5	215,9	86,8															Fixation	90	1	660	337													
354	5657565	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223865964			660	337	536	360	785	315	-0,07268	0,01148	-0,99729	-0,05188	0,00392	-0,99865	2,925	2,998	2,962	9,321	9,581	9,471	Valid	Valid	188,6	92,6	566,2	245,0	84,3	559,9	147,4	99,1	215,9	86,5															Fixation	90	1	660	337													
357	5657568	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223869297			660	337	536	361	784	313	-0,07270	0,01169	-0,99729	-0,05234	0,00327	-0,99862	2,923	2,995	2,959	9,069	10,082	9,420	Valid	Valid	188,6	92,6	566,2	245,0	84,3	559,9	147,4	99,2	215,6	86,2															Fixation	90	1	660	337													
360	5657571	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223872631			661	337	537	360	786	313	-0,07221	0,01148	-0,99732	-0,05148	0,00308	-0,99867	2,927	2,998	2,962	8,998	9,771	9,455	Valid	Valid	188,6	92,6	566,2	245,0	84,3	559,9	147,6	99,1	216,1	86,1															Fixation	90	1	660	337													
364	5657575	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223875964			660	337	536	360	785	314	-0,07259	0,01116	-0,99730	-0,05201	0,00347	-0,99864	2,924	2,999	2,961	9,407	9,739	9,455	Valid	Valid	188,6	92,6	566,2	245,0	84,3	559,9	147,4	98,9	215,8	86,3															Fixation	90	1	660	337													
367	5657578	Eye Tracker	I-VT-normal	06.05.2025	Alex	alex1	06.05.2025	06.05.2025	14:39:57.651	12:39:57.651	241196	Normal_300	Tobii I-VT (Fixation)	24.21.435	1080	1920	10,00	1,2	2,3	2,2	0,11	0,20	0,19	4	8	8	3,4	1,2	0,5	0,32	0,11	0,05	12	4	2	6223879297			661	338	537	362	785	313	-0,07208	0,01225	-0,99732	-0,05178	0,00326	-0,99865	2,924	3,002	2,963	9,140	9,921	9,534	Valid	Valid	188,6	92,6	566,2	244,9	84,3	559,9	147,7	99,5	215,9	86,1															Fixation	90	1	660	337													
